name,latitude,longitude
4pax. with 2 Bds. & 2 Bathrooms next to Atocha train station,40.40773,-3.68834
Espacio y tranquilo apartmento Ático,40.5016,-3.66653
Apartamento Eraso,40.4337,-3.67007
Big & beauty room  with A.C,40.39724,-3.69392
Cozy room close to the center,40.39767,-3.69567
RELAX - URBAN HOUSES,40.48019,-3.66417
Madrid calle chueca cama matrimonial ??,40.42341,-3.69854
Serrano Madrid,40.43705,-3.68562
Habitación doble con Baño privado / Chueca /Centro,40.42114,-3.69734
Madrid Chueca habitación dos camas sencillas ??,40.42364,-3.70033
Magnifico apartamento al lado del Wizink Center,40.42891,-3.67748
Full apartment with free parking place!,40.49048,-3.69716
Habitación en la  Latina- pleno centro de Madrid,40.41063,-3.70901
Luxury and Stylish - 4BD 4BTH - Las Letras,40.4129,-3.69934
Beautiful Duplex in los Embajadores with WIFI,40.41016,-3.69698
Habitación sol,40.41677,-3.70447
Lovely studio in chic neighborhood,40.44343,-3.68191
Espectacular apartamento en el barrio  Las Letras.,40.41572,-3.70011
Bright- airy apartment near Madrid Rio,40.39234,-3.70534
Cama calle de redentor,40.37154,-3.7538
Apartment L1 metro estrecho  nearby Bravo Murillo,40.45499,-3.70459
Cool LOFT en zona residencial,40.46705,-3.81442
Apartament Studio Gran Via,40.42501,-3.69999
Acogedora habitación individual,40.49481,-3.6927
Prado 2I,40.41376,-3.69667
Habitación con desayuno a 15 minutos del centro.,40.43132,-3.6155
Exclusivo Apartamento Barrio de Salamanca Madrid,40.42747,-3.68658
El Patio de Madrid (Apartamento en elcentro),40.40811,-3.70188
Loving Madrid Gran Vía. En el centro!,40.42331,-3.70712
GRAN OPORTUNiDAD VACACIONAL ALQUILER SEMANAS,40.42688,-3.66169
Your beautiful room with privacy in Madrid.,40.3810,-3.66875
PISO ACOGEDOR - TRANQUILO Y MUY BIEN COMUNICADO,40.3890,-3.76126
Habitacion ensuite,40.3650,-3.7588
Habitacion individual,40.36324,-3.76082
Ático en Madrid,40.38642,-3.73463
Outstanding Penthouse into a 16th century Palace,40.41054,-3.7074
OLD Madrid HEAVEN. De Madrid al Cielo. Aura room,40.40714,-3.69912
Designer's Loft Apartment Center of Lavapies,40.4108,-3.70054
Cama calle de Camarena,40.39637,-3.75418
Habitación. Zona retiro,40.40729,-3.67928
Apartamento luminoso Rio,40.42536,-3.72903
Artsy apartment 2 Bedrooms in Goya,40.42262,-3.67766
CONTEMPORARY | GENUINE HOME_LA LATINA- SOL + A/C,40.41041,-3.70747
Coqueto y práctico apartamento en  Las Letras,40.41167,-3.69639
cerca del santiago bernabeu y auditorio nacional.,40.44857,-3.67898
calle camarena,40.39703,-3.75466
Piso diseño en el centro de Madrid- 85m2 Malasaña,40.42961,-3.70279
Cama- Madrid Calle de Lorca,40.47132,-3.65652
la casa del placer,40.45294,-3.69547
Habitación Barrio Salamanca. Luminoso y tranquilo.,40.43601,-3.68184
Comfy single Room / Madrid Center - Chueca,40.42114,-3.69734
Economic room close city centre,40.4048,-3.73014
Cama calle elvas,40.3862,-3.72566
Charming apartment II,40.41344,-3.70015
Air of CALLAO - MADRID - Modern Flat of 50m2,40.41988,-3.7055
Habitación privada metro L5 y 5 min a P.Pio en bus,40.39557,-3.76831
Best location apartment- Puerta del Sol. Wifi.,40.41707,-3.70068
Parking + Metro at 2mn in Flat near Hosp. 12 Oct.,40.37048,-3.69313
Nice double room in Madrid city center,40.39208,-3.69366
Cozy Studio in Central Madrid - 4mins to metro,40.42392,-3.66609
"I.E. / EAE 10"" * SANITIZED* BIG ROOM private BATH",40.44302,-3.67618
Apartamento muy cómodo a minutos del centro.,40.43665,-3.71357
Cama calle Fausto Domingo,40.38277,-3.73374
Cama calle Ángel Ripoll,40.38204,-3.72995
Great loft with stunning views,40.40581,-3.67354
habitacion en alquiler ciudad de los angeles,40.35337,-3.69806
Acogedora Habitación cerca del Centro Madrid,40.45956,-3.70784
Penthouse in Madrid,40.4573,-3.70579
Soho Boutique Opera- Double Room,40.41952,-3.70827
Soho Boutique Opera- Triple Room,40.41782,-3.7109
Soho Boutique Congreso- Double Room,40.41764,-3.69839
Habitación Privada metro Oporto centro Madrid,40.38687,-3.73115
Casita Blanca,40.44999,-3.69964
Soho Boutique Congreso- Triple Room,40.41485,-3.69456
Soho Boutique Congreso- Junior Suite,40.41673,-3.69628
SE ALQUILA HABITACIÓN CON BAÑO DENTRO,40.47552,-3.70129
Habitación exterior a 15 minutos del centro,40.42932,-3.65082
Habitación disponible a 20 minutos del centro,40.42818,-3.65293
Casa pequeña y muy confortable,40.39158,-3.70458
Habitación individual en el centro de Madrid.,40.41907,-3.70125
Apartamento centro  doble balcon independiente 1B,40.40993,-3.7026
2 Bd Apartment Exclusive location in Golden Mile. Velazquez II,40.43102,-3.68392
Cosy apartment in the heart of Madrid,40.41407,-3.70417
Céntrico con bonitas vistas. desinfectado,40.43782,-3.67464
?????????????Madrid Apartment & Private Bathroom,40.38934,-3.70383
Excelente Ubicación- tranquilo y luminoso,40.40831,-3.70347
Cozy room centro de Madrid,40.40999,-3.69418
Habitación al lado del río y del metro Legazpi,40.39029,-3.70126
Bonito piso en pleno centro de Madrid,40.42574,-3.67865
Hermoso Apartamento en  Pinar del Rey - Madrid,40.47525,-3.63791
CHARMING CUTE home in Pta del Ángel,40.41164,-3.73018
Habitación en Duplex en Marqués de Vadillo,40.3953,-3.71375
Malasaña Madrid Centric Room,40.42821,-3.70569
Lovely studio in Barrio Salamanca,40.42696,-3.67948
IFEMA / AIRPORT piso en Barajas cerca del metro.,40.47428,-3.57882
Sophisticated and Refurbished - 2BD 2BTH - CORTES,40.4164,-3.69598
Cama maravillosa madrid,40.4454,-3.65103
Calle de Boix y morer,40.4410,-3.70533
Doble room Madrid´s best location,40.42533,-3.68236
Habitación doble con piscina,40.49542,-3.71374
Living room acojedor,40.39529,-3.69669
Habitación individual Económica,40.39811,-3.64485
MODERN APARTMENT Plaza Elíptica,40.38373,-3.70471
Acogedora y  Agradable Habitación. Metro Oporto.,40.3872,-3.73124
Centro Malasaña precioso piso 2 dormitoris 2W 85m2,40.42727,-3.70438
Precioso apartamento en muy buena zona de Madrid,40.37585,-3.60663
Habitación luminosa a dos minutos del M Lavapiés.,40.41014,-3.70204
Habitación en abuhardillada en duplex.,40.42223,-3.69687
Nuevo y con encanto en la Latina,40.4098,-3.7058
Habitación madrid,40.43822,-3.64332
Moderno apartamento recién renovado en Legazpi,40.39052,-3.69281
Excelente piso- zona inmejorable,40.42859,-3.71877
Apartment in Argüelles fabulous amenities,40.43187,-3.71534
SUPER UBICACIÓN.San Miguel.Plaza Mayor-Terraza,40.41485,-3.70912
La habitacion  SOLO tiene  ASEO  ¡NO tiene ducha!,40.43294,-3.65543
Nice Room in the centric Chamberi Neighborhood,40.43045,-3.71051
Your BEST EXPERIENCE in Fuencarral-Malasaña,40.42356,-3.69993
Spacious and Sunny Sol Apartment,40.41679,-3.70268
Single room 5 min walk to Plaza de Castilla,40.47184,-3.69098
HABITACION PRIVADA  MADRID  PARA DOS PERSONAS.,40.37918,-3.66978
B2 3H Habitación Apartamento Nuevo y Moderno,40.44675,-3.70592
PENTHOUSE WITH TERRACE IN THE HEART OF LAVAPIES,40.40862,-3.70414
Bedroom for rent in center of Madrid,40.43007,-3.7039
Habitación cama grande centro Madrid,40.42121,-3.71056
Habitación individual privada,40.39057,-3.75495
Cómoda habitación a 15 min del centro de Madrid,40.3869,-3.66877
Pp,40.43307,-3.64246
double ensuite bedroom in a large modern flat,40.43107,-3.71306
Tree house's room,40.41422,-3.69997
Hermosa habitación en el corazón de Madrid,40.42817,-3.6755
Habitación en Madrid cerca del Museo del Prado.,40.39291,-3.66475
Cozy single room close Madrid center,40.42654,-3.63878
Habitación individual cerca del centro de Madrid.,40.39803,-3.77435
Habitación doble cerca del centro de Madrid.,40.3965,-3.77409
Moderno piso semi lujo barrio exclusivo conpiscina,40.43302,-3.67309
Tirso de Molina & Puerta Sol - Nuevo e impoluto,40.41008,-3.70632
Big double room- 5 minutes Sol- Chueca- Malasaña,40.42525,-3.69788
????-2,40.38856,-3.71436
Private room next to universities. Madrid. Room 1,40.39631,-3.76334
Piso Chamberí/Malasaña,40.43234,-3.70451
BEST LOCATION IN CENTRAL MADRID FUENCARRAL,40.42563,-3.69885
Terraza y silencio cerca de Plaza España. 4 AA,40.43161,-3.71315
Nuevo- tranquilo- acogedor en  barrio de Salamanca,40.42615,-3.68471
Habitacion con dos camas,40.48511,-3.61229
Appartement dans le vieux centre à Madrid,40.40691,-3.70072
Magnificent Penthouse in the Heart of Madrid ????,40.42582,-3.70787
COZY APARTMENT ROYAL PALACE AREA 5 PEOPLE,40.42017,-3.71743
Great apartment in El Barrio de Salamanca,40.42674,-3.67847
Well located room,40.44833,-3.7138
Acogedor al lado del retiro,40.41934,-3.67495
HABITACION EN CALLE ALCALA B,40.43292,-3.64625
HABITACION EN CALLE ALCALA C,40.44209,-3.64551
HABITACION EN CALLE ALCALA D,40.44375,-3.64539
fin  de semana en Madrid,40.42352,-3.70022
HOME Adriana,40.4368,-3.64468
Cerca del centro y bien comunicado.,40.33281,-3.70213
APART 2 BEDROOMS- SPACIOUS-BRIGHT AND CONFORTABLE,40.33916,-3.69069
Small room - exterior and natural light,40.39379,-3.69749
Nice & comfortable room at the centre,40.42711,-3.70533
Habitación en Delicias- Mad. Calefacción central,40.3943,-3.69853
Olala Style Apartment 7.1 | Balcony,40.39135,-3.66628
Apartamento tranquilo  en muy buena ubicación,40.41871,-3.67702
Pedro & Carmen,40.46582,-3.63181
Hab&baño. Room&bath en el Paseo de la Castellana,40.45947,-3.68927
Bohemian- comfy & quiet +balcony in Plaza Mayor,40.41516,-3.70669
Rooms with garden- city center.private bathroom,40.42321,-3.66355
Casa económica- Barrio Salamanca. Goya. WiZink.,40.42787,-3.67732
Single Room close to Plaza Castilla,40.46821,-3.70085
Single Rom close to Plaza Castilla,40.46964,-3.70054
6. Moderna cabaña junto a la gran via,40.42653,-3.70813
Fantástico,40.48841,-3.66515
Alquiler de habitación excelente ubicación central,40.41046,-3.72725
Very nice room near Atocha!,40.40266,-3.69034
LUXURY PRÍNCIPE DE VERGARA I,40.44465,-3.67844
Refurbished Loft - 1BD 1BTH - OPERA,40.41768,-3.70893
Vive y Disfruta Madrid..con oxigeno!,40.40829,-3.74856
Salamanca neighborhood double room with gym 304,40.42716,-3.68646
Habitación luminosa en barrio tranquilo,40.39397,-3.73294
THE BEST PENTHOUSE ROOM IN MADRID WITH TERRACE,40.42482,-3.66674
Salamanca neighborhood double room with gym 305,40.4278,-3.68599
Bonito apartamento en el corazón d Madrid - ATOCHA,40.41155,-3.69634
Salamanca neighborhood double room with gym 306,40.42582,-3.68604
Loft en Madrid con aire condicionado y Wifi,40.38717,-3.65275
HABITACIÓN EN TRIPLEX URBANO,40.39305,-3.65799
Airport  Ifema wanda apartament Madrid JMR,40.44355,-3.58184
Magnifico,40.42601,-3.66245
Dormitorio en pleno corazón de Tirso De Molina,40.41137,-3.70224
Habitacion en piso luminoso,40.43596,-3.69999
Salamanca Neighborhood double room with  gym 307,40.42573,-3.68632
Salamanca neighborhood double room with gym 308,40.42637,-3.68432
Salamanca neighborhood double room with gym 309,40.42563,-3.68575
Salamanca neighborhood double room with gym 310,40.4279,-3.68491
Exclusiva vivienda en la Calle Jorge Juan,40.42339,-3.68614
Salamanca neighborhood double room with gym 301,40.42567,-3.68571
Salamanca neighborhood double room with gym 302,40.42604,-3.68443
Salamanca Neighborhood double room with  gym 303,40.42784,-3.68618
FUENCARRAL LUXURY FLAT,40.42075,-3.70218
Loft en Capitán Blanco a 2 minutos del metro,40.46562,-3.69965
Loft 3 en Capitán Blanco a 2 minutos del metro,40.47655,-3.70036
ALOJAMIENTO COMPLETO Y COMODO METRO OPORTO MADRID,40.38761,-3.7316
Excellent location- relaxing green area- metro.,40.43166,-3.72282
Acogedor piso- con ambiente familiar- muy luminoso,40.41403,-3.69792
5 GRAN VIA deluxe apartment (VIPSTAYMADRID),40.42087,-3.70843
Cosy Studio in La Latina !,40.40897,-3.71151
Modern quiet and comfy bedroom,40.45569,-3.69672
PUERTA DEL SOL CITY CENTER IV WITH BALCONY,40.41694,-3.7052
Bonito apto dúplex Madrid ctro pta del Sol. 2-4pax,40.41716,-3.70352
GRAN HABITACIÓN EN PLENO CENTRO DE MADRID.,40.43453,-3.70132
Alquilo apartamento en pleno centro de Madrid,40.42014,-3.69698
Habitación exterior grande Chamberi N Ministerios,40.44208,-3.69612
Confortable habitación en barrio La Latina,40.40807,-3.70741
Habitación grande Pintor Rosales Templo DEBOD,40.43079,-3.72478
Habitación exterior balcón Pintor Rosales DEBOD,40.4275,-3.7169
Amplia habitación centro de Madrid con aire,40.4211,-3.71072
Habitación individual centro de Madrid,40.42136,-3.71084
Centro de Madrid con ventilador,40.42256,-3.71084
Habitación para 1 per. a 10 min del metro e IFEMA.,40.46966,-3.58444
Centro de Madrid para 2,40.42104,-3.70866
Habitación Pacifico (Madrid),40.4051,-3.6791
Habitación de paso- pequeño pero acogedor.,40.39366,-3.70737
La Latina,40.41053,-3.71076
Room in the heart of Madrid- La Latina!,40.41344,-3.70851
Salamanca neighborhood double room with gym 408,40.42766,-3.68486
Salamanca neighborhood double room with gym 402,40.42761,-3.68585
Salamanca neighborhood double room with gym 403,40.4272,-3.68625
Elegant & comfortable room close to Plaza de Colón,40.42795,-3.69084
Salamanca neighborhood double room with gym 404,40.4273,-3.68646
Exterior large double/twin room Madrid Colón,40.42797,-3.69039
Salamanca neighborhood double room with gym 405,40.42615,-3.6864
Salamanca neighborhood double room with gym 407,40.42603,-3.68648
Salamanca neighborhood double room with gym 409,40.42782,-3.68652
Salamanca neighborhood double room with gym 410,40.4276,-3.6860
DOUBLE ROOM/HABITACION DOBLE GRANDE,40.44626,-3.67415
Spacious 2-Bedroom Flat next to Bernabeu Stadium,40.45246,-3.69578
Amplio y práctico apartamento en el centro,40.40962,-3.70442
Dúplex Ronda Atocha,40.40643,-3.69723
Elegante Apartamento en Goya - Madrid,40.42802,-3.67661
Gran habitación en el centro de Madrid,40.42125,-3.70934
.,40.37535,-3.75766
e .,40.37534,-3.75811
En Lavapiés- apartamento bohemio,40.41036,-3.70198
Precioso piso en el barrio de embajadores,40.40615,-3.70267
Apartamento Doctor Guiu con terraza privada,40.47634,-3.73527
1 Bedroom apartment for 2 ( PASEO DE LA HABANA),40.4555,-3.68176
Precioso apartamento  en el barrio de embajadores,40.40623,-3.70442
Amazing terrace room in Madrid Literary Quarter,40.41511,-3.69813
Habitacion privada en piso luminoso con terraza.,40.43795,-3.70033
Habitación en lindo piso en barrio de Prosperidad,40.44706,-3.67548
2BDR duplex for 9px in Hortaleza near metro,40.4740,-3.65197
Alquiler de habitación individual,40.43372,-3.7137
Alquiler de piso en Malasaña,40.42975,-3.70559
“Enamorado de la luna”,40.43398,-3.65796
Apartamento 1 planta con balcones. CHUECA,40.42253,-3.69822
Room in the HEART of Madrid!,40.41829,-3.70553
Cómoda Habitación Cerca de Príncipe Pio,40.42636,-3.73087
Pequeña y cómoda habitación ubicada en Lucero,40.40212,-3.74569
Room with 2 Balcony Windows 5 Minutes from Sol,40.41253,-3.7058
Cozy Room in La Latina,40.41272,-3.70768
Sunny Room in a Friendly Apartment,40.41263,-3.70688
Simple Economical Room for 1 in Sol,40.41308,-3.70734
There’s No Place Like Madrid! 5 Minutes from Sol,40.41273,-3.70562
Preciosa Habitación,40.42592,-3.73207
Experience Madrid this Summer,40.41403,-3.70543
Perfect Room to Explore Madrid by Foot,40.41237,-3.70554
Apartamento tranquilo en  muy buena ubicación,40.41632,-3.67766
Summer Holiday in Madrid,40.41268,-3.70727
Explore Madrid - Room in Shared Apartment,40.41271,-3.70557
Private Room for Solo Traveler in Sol,40.41373,-3.70533
Bars- Tapas and Night Life - Room For 1!,40.41317,-3.70558
Estudio de lujo con jardín en barrio de Salamanca,40.42198,-3.66804
Bohemian Attic Flat + Terrace in Historic Madrid,40.41254,-3.71268
Gran Via with Terrace,40.42117,-3.70297
Newly refurbished and quiet private room,40.44185,-3.67073
Great apartment in Madrid for 4PAX+WIFI,40.41936,-3.70883
Executive  -1BD 1BTH - Salmanca,40.42636,-3.68405
Wall & Whale,40.40527,-3.71283
Unique Artist Loft in Lavapies-Madrid's Heart,40.40883,-3.70115
Comfy Terrace Double,40.42117,-3.70297
Gran Via Premium Double,40.42117,-3.70297
Gran Via Standard Stylish Double- Central,40.42117,-3.70297
Cosy rooms in the city center | Rastro Market,40.40743,-3.7088
Cosy room in the heart of Rastro | City center,40.40749,-3.70713
Cosy double room in the heart of the city | Rastro,40.40799,-3.70842
Habitación en piso compartido,40.40804,-3.70923
Cozy apartment in Plaza España- Madrid,40.42997,-3.72574
Moderno apartamento en Plaza España- Madrid,40.42409,-3.70944
PUERTA DEL SOL CITY CENTER III WITH BALCONY,40.41526,-3.70542
A15 min aeropuerto ARTURO SORIA (cama matrimonial),40.44868,-3.65948
Two Bedroom House with shared KitchenJunto a AEROP,40.46535,-3.65163
MODERN and REFURBISHED - 1BD 1BTH - CHAMBERI,40.44061,-3.69639
estudio completo pasar un fin de semana en madrid,40.42263,-3.69965
Acogedor Apartamento - Chueca/Malasaña,40.4254,-3.69943
Beautiful Room in the heart of the center,40.42143,-3.69958
Habitación grande. Baño privado. Tranquilizad- luz,40.39363,-3.69098
Desayuno+comida+wif + peq. habitación p 2.,40.42661,-3.61733
Habitación privada en Madrid,40.37661,-3.73287
Light-filled room only girls,40.43976,-3.6104
Habitación luminosa- a cinco minutos del centro.,40.40966,-3.72693
Charming Puerta del Sol Terrace I - Amazing Views,40.41835,-3.70252
Carpanchel H3???????????,40.38686,-3.74625
Carpanchel H4 ????,40.38661,-3.74463
Central Room in Madrid. Habitacion en Madrid,40.38606,-3.72966
Una experiencia inolvidable en La Puerta Del Sol,40.42016,-3.71248
Exclusive and Refurbished - 2BD 2BTH - CHAMBERI,40.43195,-3.70093
Pza Padrón. Moderno bajo de 2 dormitorios,40.4767,-3.70596
Pleno centro de Madrid,40.42718,-3.69923
Situación y estado inmejorable.,40.40576,-3.68007
Francisco's place,40.41644,-3.67208
Habitación con balcón y jardín exterior n chueca,40.4228,-3.70069
Live&Enjoy Sol- Plaza Mayor,40.41709,-3.7049
Quiet and newly refurbished private room,40.44135,-3.67217
Habitación madrid agosto,40.38689,-3.73272
BNBHolder Fresh Group Duplex SOL,40.41161,-3.7019
Unique Luxury Apartment 6People Pool & Facilities,40.49307,-3.71216
Charming apartment Las Letras,40.41312,-3.69579
ÁTICO loft A 20 MINUTOS DEL CENTRO,40.40395,-3.66175
.,40.41426,-3.71171
"Espectacular apartamento en la ""Milla de Oro""",40.42778,-3.68309
Impresionante apartamento en plaza de España,40.42431,-3.71238
Habitación privada Madrid,40.41056,-3.65053
Atocha & Jerónimos: Precioso apt en el Retiro - AC,40.4075,-3.6864
