id;name;host_id;host_since;host_response_time;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified
35025485;Habitación disponible 1 y 2 de junio 2019;59855841;22/02/2016;Sin definir;;0;1;0
35026995;Double room with the nicest rooftop of Madrid;73296831;22/05/2016;Sin definir;;0;1;1
35027849;Loft apartment (6beds) perfect x Champions League;263868827;24/05/2019;Sin definir;;0;1;0
35028081;CHAMPIONS LEAGUE FINAL;263870493;24/05/2019;Sin definir;;0;1;0
35028256;Apartment;194953291;11/06/2018;Sin definir;;0;1;0
35028455;Habitación en Madrid con metro en la puerta;154549952;14/10/2017;Sin definir;;0;1;0
35028897;2 habitaciones individuales Luminosas con baño;263876999;24/05/2019;Sin definir;;0;1;1
35029265;ESTUDIO ESTADIO WANDA METROPOLITANO;263879290;24/05/2019;within an hour;;0;2;1
35030406;Habitacion en Ortega y Gasset final de Champions!;99018982;10/10/2016;within a few hours;;0;77;1
35030766;Habitación a 5 paradas de Sol;251899310;29/03/2019;Sin definir;;0;2;0
35030943;Habitación Luminosa en Madrid Centro;263891278;24/05/2019;Sin definir;;0;1;0
35031260;apartamento nuevo, recién reformado 3 dormitorios;5120586;17/02/2013;Sin definir;;0;1;1
35032138;Apartment 10’ from the metropolitan wanda stadium;209619200;14/08/2018;Sin definir;;0;1;0
35032632;Rent room for the end of the Champions;89061993;10/08/2016;Sin definir;;0;1;0
35032990;Serrano Madrid 15’ Estadium Wanda Champions;25072048;21/12/2014;Sin definir;;0;2;1
35033056;Duplex penthouse  Plaza Castilla Champions League;263904214;24/05/2019;Sin definir;;0;1;0
35033093;Beautiful private room for Champions League final.;100685138;01/12/1999;Sin definir;;0;-99;0
35033111;The best option for the Champions League final cup;27839309;16/02/2015;Sin definir;;0;2;1
35033678;Habitacion en piso compartido;263908220;24/05/2019;Sin definir;;0;1;1
35034022;Apartamento Barrio del Pilar;61655231;05/03/2016;within a few hours;;0;0;0
35035167;Beautiful Double Room With Balcony, in Chamartín.;263317959;21/05/2019;Sin definir;;0;2;0
35035282;Apartamento centro doble balcon independiente 4B;105795094;01/12/2016;within an hour;;1;8;1
35036029;Casa con jardín Wanda Metropolitano/IFEMA;263924820;24/05/2019;within a few hours;;0;3;0
35036559;HABITACIÓN  PRIVADA MADRID RIO;196409684;18/06/2018;Sin definir;;0;3;1
35036561;Precioso ático en el Barrio de Salamanca;263928832;24/05/2019;a few days or more;;0;1;0
35037105;Apartamento nuevo 3 habitaciones, Piscina y Garaje;69566471;29/04/2016;within a day;;0;25;1
35038395;Apartamento Centro Madrid con Garaje.;69566471;29/04/2016;within a day;;0;25;1
35038567;Apartamento Barajas. Aeropuerto/Ifema;263945038;24/05/2019;Sin definir;;0;1;0
35038765;Alquilo 2 habitaciones, 3 camas.  Baño compartido.;263916053;24/05/2019;Sin definir;;0;1;0
35038940;Habitación para la champions;263947630;24/05/2019;Sin definir;;0;2;0
35039002;Rum fun, wie Rumba;36234127;19/06/2015;Sin definir;;0;4;0
35039314;Hab privad, IFEMA,Wanda,aeropuerto,metro al centro;263951333;24/05/2019;within an hour;;1;2;1
35039625;Habitación doble  para Champions League;28342874;25/02/2015;Sin definir;;0;2;0
35046982;Habitación pequeña,c/futon muy iluminada;264013114;25/05/2019;Sin definir;;1;1;0
35047434;UCL final entire apartment for 3;190129159;17/05/2018;Sin definir;;0;2;0
35049377;Apartament of   Final Champions League;264027240;25/05/2019;Sin definir;;0;1;0
35049394;Acogedor piso cerca al centro, metro y buses;264027588;25/05/2019;Sin definir;;0;1;0
35050075;Beautiful private room in barrio Goya;63013438;14/03/2016;a few days or more;;0;2;1
35050530;Spacious room in the centre of Madrid;264034599;25/05/2019;a few days or more;;0;2;0
35051067;Spacious room with living room on the side;264034599;25/05/2019;a few days or more;;0;2;0
35051193;Esteban Collantes;264038395;25/05/2019;Sin definir;;0;1;0
35051564;Large luminous apartment next to Santiago Bernabeu;16500255;07/06/2014;Sin definir;;0;1;0
35052115;In the heart of Madrid;190152683;17/05/2018;Sin definir;;0;2;0
35053336;Cozy apartment totally equipped in great location;42930643;30/08/2015;Sin definir;;0;1;1
35053848;Habitación con cama grande zona retiro;145037739;08/08/2017;Sin definir;;0;1;0
35054223;Habitación juvenil;263959082;24/05/2019;Sin definir;;0;1;1
35054497;Champions League Final;264059698;25/05/2019;Sin definir;;0;1;0
35054513;Habitación privada;264060011;25/05/2019;Sin definir;;0;1;0
35054960;Room in the center of Madrid.;141897510;22/07/2017;Sin definir;;1;1;0
35055184;10 minutes away from Wanda Metropolitano;42453682;25/08/2015;within an hour;;1;8;1
35055268;Special room near the center of Madrid. Champions;264065316;25/05/2019;Sin definir;;0;1;0
35055564;COSY B&B+SHUTTLE AIRPT IF AVAILABLE;192629161;31/05/2018;Sin definir;;0;2;0
35056456;2BR really luminous apartment in Latina;82316325;07/07/2016;Sin definir;;0;1;1
35056976;Bedroom near to stadium Wanda Metropolitana;257975060;25/04/2019;Sin definir;;0;1;0
35057330;A cinco minutos andando al estadio;264080103;25/05/2019;Sin definir;;0;2;0
35058496;Apartamento Malasaña Centro Madrid;30166025;28/03/2015;Sin definir;;0;1;0
35058668;Moderno apartamento barrio Salamanca-Madrid;148450840;30/08/2017;Sin definir;;0;2;1
35058719;Room in Madrid for final champions league;264089677;25/05/2019;Sin definir;;0;1;0
35058792;Stylish apartment in the heart of Madrid;4073250;06/11/2012;a few days or more;;0;2;1
35059019;Habitación privada Salamanca-Madrid;148450840;30/08/2017;Sin definir;;0;2;1
35059130;Habitacion Privada MADRID RIO;196409684;18/06/2018;Sin definir;;0;3;1
35059256;Apartamento, perfecta ubicación próximo al retiro;130213978;14/05/2017;Sin definir;;0;3;1
35059462;Muy cerca al WANDA;263943708;24/05/2019;Sin definir;;0;1;0
35059907;Champions League Final apartment.;6169084;30/04/2013;Sin definir;;0;1;0
35061615;Nice room in  apartment 30min from Wanda stadium;11564229;23/01/2014;Sin definir;;0;1;1
35061820;Acogedor sofa-cama para 1-2.Comfy Sofabed for 1-2;220952581;16/10/2018;Sin definir;;0;1;0
35062323;Wanda metropolitano flat for Champions 5 MINUTS;127800576;27/04/2017;Sin definir;;0;1;1
35062332;Habitación individual acogedora;13721963;31/03/2014;Sin definir;;0;1;0
35062516;Habitación doble para la final de la Champions;264117791;25/05/2019;Sin definir;;0;1;0
35062758;Se alquila piso entero;41877111;19/08/2015;within a day;;0;2;1
35063560;HABITACIONES MUY  CÉNTRICAS Y BIEN COMUNICADO;196409684;18/06/2018;Sin definir;;0;3;1
35063755;ROOM INDIVIDUAL USE 01JUN -FINAL CHAMPION LEAGUE;6845930;10/06/2013;Sin definir;;0;1;0
35064092;Private room with bathroom near the Wanda Stadium;133156491;01/12/1999;Sin definir;;0;-99;0
35064752;VELAZQUEZ MANOR HOUSE:  jardín, piscina y centro;105542137;29/11/2016;within an hour;;1;16;1
35064813;IDEAL ROOM NEAR WANDA STADIUM/MADRID '19 FINAL;139241431;08/07/2017;Sin definir;;0;1;0
35065843;Cosy/Luminoso B&B, 10'Plaza Mayor-LaLatina/Opera;101596844;28/10/2016;Sin definir;;0;1;1
35070323;♥STYLISH♥ Architect designed CENTRAL. ⭐SANITIZED⭐;2354308;12/05/2012;within an hour;;1;4;1
35072924;Charming Artist 1 Bedroom in Lavapiés;15537355;14/05/2014;Sin definir;;0;1;0
35074075;Room in Madrid for The Champions League Final;264209119;26/05/2019;Sin definir;;0;1;0
35075033;Habitacion;201634804;11/07/2018;Sin definir;;0;1;0
35075621;Tiny Room 1 or 2 persons;52148298;24/12/2015;Sin definir;;0;3;1
35075923;Apartamento en Plaza de España, junto a Gran Vía.;12159960;11/02/2014;Sin definir;;0;2;1
35076060;Stay in the heart of Madrid;129522761;09/05/2017;within an hour;;0;4;1
35077737;Apartamento de 2 dormitorios cerca de Atocha.;20819114;01/09/2014;a few days or more;;0;1;0
35078390;Habitación doble a 2 minutos del metro;41362224;13/08/2015;within a day;;0;2;1
35078762;HAB. PRIVADA a 10 MINUTOS-WANDA FINAL CHAMPIONS;264240243;26/05/2019;Sin definir;;0;1;0
35078955;Habitación en centro ciudad;220967331;16/10/2018;within a day;;0;6;1
35079664;PRIVATE ROOM + BREAKFAST + WIFI;246235234;01/03/2019;within an hour;;1;2;1
35080825;Final Champions;194283289;08/06/2018;Sin definir;;0;1;1
35081261;Final Champions League 2 Rooms;264259456;26/05/2019;Sin definir;;0;3;0
35081862;Habitación confortable;214483459;09/09/2018;Sin definir;;0;1;0
35081946;CHARMING & FASHION FLAT FOR CHAMPIONS LEAGUE FINAL;264265380;26/05/2019;Sin definir;;0;1;0
35083917;Hab. Con cama de 1.50 (CHAMPIONS LEAGUE);262928037;20/05/2019;Sin definir;;0;3;0
35084841;Piso céntrico;264286300;26/05/2019;Sin definir;;0;1;0
35085086;Champions Final - Private Room in Madrid Center;52214976;25/12/2015;Sin definir;;0;1;0
35086632;Room for Champions league weekend.;261541991;13/05/2019;Sin definir;;0;3;0
35086888;Comfortable Room  in the City Center;46766259;17/10/2015;Sin definir;;0;1;0
35086955;Alquiler de 2 habitaciones  para la final champion;264302178;26/05/2019;Sin definir;;0;1;0
35086995;Wanda Metropolitano Champions League Final;264303236;26/05/2019;Sin definir;;0;1;0
35087167;MODERNO APARTAMENTO- 2 dormitorios - Plaza Mayor;219422072;08/10/2018;within a day;;0;3;0
35087338;Wanda metropolitano madrid;2087405;07/04/2012;Sin definir;;0;2;0
35087356;Dúplex reformado y luminoso a 5 minutos del metro;4263405;27/11/2012;within an hour;;0;3;1
35087417;Habitación final Champions;88673398;08/08/2016;Sin definir;;0;1;0
35087653;alquiler de habitacion en madrid el dia 1 de julio;219701118;09/10/2018;Sin definir;;0;1;0
35087730;Habitaciones para final de champions;264309274;01/12/1999;Sin definir;;0;-99;0
35087895;Habitaciones en Vallecas, Nueva Numancia (Madrid);264308263;26/05/2019;a few days or more;;0;2;1
35088242;Alquiler habitaciones final de champions;264312910;26/05/2019;Sin definir;;0;1;0
35088343;JUNTO ATOCHA RENFE Y RETIRO;113017051;24/01/2017;within an hour;;0;4;1
35088353;Estadio Wanda Metropolitano Teléfono 0034654318784;2087405;07/04/2012;Sin definir;;0;2;0
35088471;Room for Champions league weekend..;261541991;13/05/2019;Sin definir;;0;3;0
35088559;JUNTO A RETIRO Y ATOCHA RENFE;113017051;24/01/2017;within an hour;;0;4;1
35088856;Habitación moderna en piso reformado estilo nordic;11283495;14/01/2014;Sin definir;;0;1;1
35088964;THE ROOM FOR THE CHAMPIONS;264317350;26/05/2019;Sin definir;;0;1;0
35089324;HABITACIONES FINAL CHAMPIONS METROPOLITANO;264103431;25/05/2019;Sin definir;;0;1;0
35090181;HABITACIÓN en el centro de Madrid (La Latina);10520517;09/12/2013;Sin definir;;0;1;0
35090927;Flat close to airport, Wanda Metropolitano, IFEMA;192794786;01/06/2018;within a day;;0;3;1
35091253;Piso Reformado Madrid;2202027;23/04/2012;Sin definir;;0;1;1
35091283;FINAL CHAMPIONS LEAGUE;264225539;26/05/2019;Sin definir;;0;1;1
35091567;Plaza España Gran Vía. Centro de Madrid!;12799827;04/03/2014;Sin definir;;0;1;1
35091586;De madrid al cielo;120813068;14/03/2017;Sin definir;;0;1;0
35092342;Final champions league Madrid;264342865;26/05/2019;Sin definir;;0;1;0
35094241;DOUBLE - AIRPORT / IFEMA/ WANDA- HB 3;3654886;23/09/2012;Sin definir;;0;3;1
35101578;Habitación silencio cerca de todo centro Catedral;10195601;22/11/2013;within an hour;;0;4;0
35101656;Piso 2 habitaciones  5´centro, junto Campus Google;184527;29/07/2010;Sin definir;;0;2;1
35101981;Iluminada y Preciosa habitación;224617487;07/11/2018;Sin definir;;0;1;0
35102465;20 m2 room next to Santiago Bernabéu Stadium;32948528;09/05/2015;Sin definir;;0;1;1
35103220;Bright private room w/own balcony in hip Lavapiés;21114965;09/09/2014;Sin definir;;0;1;0
35103820;Casa en Wanda Metropolitano;37304207;02/07/2015;Sin definir;;0;1;1
35104372;Flat in Ciudad Universitaria. Stadium transfer.;264426788;27/05/2019;Sin definir;;0;1;0
35104452;Beautiful and bright Private single room;232588761;26/12/2018;Sin definir;;0;1;1
35104520;Apartamento con Terraza en Fuencarral;256387985;17/04/2019;Sin definir;;0;11;0
35104800;Flat Madrid Center;232992550;28/12/2018;Sin definir;;0;1;0
35105204;Habitación DOBLE en el centro de Madrid;264434422;27/05/2019;Sin definir;;0;1;0
35105854;Private room close to Wanda Metropolitano Stadium;223343687;30/10/2018;Sin definir;;0;1;0
35105960;Cozy Puerta de Toledo apartment;22695214;18/10/2014;Sin definir;;0;1;1
35106949;El Rincon del Retiro;45186701;27/09/2015;within a few hours;;0;10;0
35109071;2 BEDROOMS FOR 4,  NEXT TO FINAL CHAMP STADIUM;264455340;27/05/2019;Sin definir;;0;1;0
35109132;Habitación cerca del centro de Madrid;18022106;12/07/2014;Sin definir;;0;1;0
35109483;Fin de Semana de Champions League en Madrid;264457810;27/05/2019;Sin definir;;0;2;1
35110025;Habitación para Final de Champions 2019;264461263;27/05/2019;Sin definir;;0;1;0
35110645;Champions league room;184649200;16/04/2018;Sin definir;;0;1;0
35111416;Pretty apartment in Tetuan;5474413;15/03/2013;Sin definir;;0;1;1
35111455;Loft penthouse in the centre of Madrid;3812131;01/12/1999;Sin definir;;0;-99;0
35111514;Bethroom for Champions League days;264468259;27/05/2019;Sin definir;;0;1;0
35111546;Piso para final de Champions.;71990481;14/05/2016;Sin definir;;0;1;1
35111723;Superbe Chambre dans Madrid Centre La Latina;95845504;19/09/2016;Sin definir;;0;2;0
35111945;K;264080103;25/05/2019;Sin definir;;0;2;0
35112852;Alquila habitacion;83149000;11/07/2016;Sin definir;;0;1;0
35113181;Lovely Cozy Rooms for UEFA Champions league Finals;33932239;21/05/2015;Sin definir;;0;1;1
35113492;Apartamento plaza Colón;264482309;27/05/2019;Sin definir;;0;1;0
35113697;Acogedor piso en buena zona;264326370;26/05/2019;Sin definir;;0;1;0
35113905;Habitación Champions League;262928037;20/05/2019;Sin definir;;0;3;0
35114171;Habitación Centro de Madrid, Interior acogedora;260366323;07/05/2019;within an hour;;1;6;1
35114367;Habitacion Champions League;262928037;20/05/2019;Sin definir;;0;3;0
35114499;Descansa en un hogar cómodo en Champions.;222888684;27/10/2018;Sin definir;;0;1;0
35114800;Nuevo Apto Palacio Real/New apartment Royal Palace;61211650;02/03/2016;within a day;;0;1;1
35115155;Final champions 10 mins Wanda Metropolitano;215286505;13/09/2018;Sin definir;;0;1;1
35115240;Habitación Centro Madrid, 2 camas con balcón;260366323;07/05/2019;within an hour;;1;6;1
35116189;Apartamento para 4 personas;8560178;01/09/2013;Sin definir;;0;1;1
35116725;Wanda Metropolitano Apartment;264502639;27/05/2019;Sin definir;;0;1;0
35117060;Room for 2 not far from Metropolitano stadium;138301778;03/07/2017;Sin definir;;0;1;0
35118024;Lovely Madrid center;51583667;17/12/2015;Sin definir;;0;4;0
35118454;Habitación TOP,  buen precio;2668849;18/06/2012;Sin definir;;0;2;1
35118556;ENJOY MADRID IN LOVELY APARTMENT;16904790;17/06/2014;Sin definir;;0;1;0
35118993;Nice room final champions;156213642;25/10/2017;Sin definir;;0;2;0
35119130;Habitación CHAMPIONS LEAGUE,  15 minutos del Wanda;177177815;07/03/2018;Sin definir;;0;1;0
35119266;Chamberí Sweet BRAND NEW;264521333;27/05/2019;within an hour;;0;1;1
35119430;Apartamento madrid central (Champions);264521481;27/05/2019;Sin definir;;0;1;1
35119449;Maravilloso Atico en pleno centro de madrid;78093977;16/06/2016;Sin definir;;0;1;0
35119593;Habitación en el Barrio de las Letras de Madrid;264524783;27/05/2019;Sin definir;;0;1;0
35119786;Apartamento de lujo con terraza;37114180;30/06/2015;Sin definir;;0;1;0
35120054;PRECIOSO RASTRO DISEÑO;4312150;03/12/2012;within a day;;0;2;1
35120295;CENTRAL SUNNY AND QUIET APARTMENT IN MADRID;464203;26/03/2011;within a day;;0;0;1
35120468;Open Room in Malasaña;108619374;26/12/2016;Sin definir;;0;1;1
35120529;Habitaciones para la champions/Rooms for champions;264531935;27/05/2019;Sin definir;;0;1;0
35121108;ALQUILO ESPECTACULAR HABITACION;264422511;27/05/2019;Sin definir;;0;1;0
35121193;Madrid Center family flat for rent, with terrace;18471665;20/07/2014;Sin definir;;0;1;1
35121302;Hospedaje cerca del aeropuerto en casa acogedora!;264536873;27/05/2019;Sin definir;;1;2;0
35121395;Alojamiento a 8min. del Estadio Metropolitano.;262292045;16/05/2019;Sin definir;;0;1;1
35121463;Free Parking - Super location, bright, 1br with AC;77489120;13/06/2016;within an hour;;1;5;1
35121832;Habitación Madrid Champions League/ Room Madrid;264468326;27/05/2019;Sin definir;;0;1;0
35121887;¡¡Final Champions Apartment!!;264542526;27/05/2019;Sin definir;;0;1;0
35121915;Habitaciones Estadio Wanda Metropolitano;84969888;20/07/2016;Sin definir;;0;2;1
35122019;Final Champion League Wanda Metropolitano Madrid;264543007;27/05/2019;Sin definir;;0;1;0
35122511;Two Rooms for UEFA champions league final;13891779;04/04/2014;Sin definir;;0;1;0
35123419;Habitación en madrid;6438131;17/05/2013;Sin definir;;0;1;0
35123949;charming loft close to avda de america;28290730;24/02/2015;within a day;;0;2;1
35124033;Habitación para parejas en San Fermín;204730281;24/07/2018;within a day;;0;8;0
35124286;Habitación doble en La Latina!;32769077;06/05/2015;Sin definir;;0;1;0
35124327;Habitación individual en San Fermín;204730281;24/07/2018;within a day;;0;8;0
35124624;Habitación individual en San Fermín;204730281;24/07/2018;within a day;;0;8;0
35124786;Habitación individual en San Fermín;204730281;24/07/2018;within a day;;0;8;0
35124953;Habitación individual en San Fermín;204730281;24/07/2018;within a day;;0;8;0
35125203;Private room downtown;55951115;24/01/2016;Sin definir;;0;1;1
35125225;A;264566234;27/05/2019;Sin definir;;0;2;0
35125746;Luminosa habitación en Madrid!;227253364;24/11/2018;within an hour;;0;2;0
35126047;CHAMPIONS LEAGUE FINAL. Two avalaible rooms;214389633;09/09/2018;Sin definir;;0;1;1
35126049;Habitacion cerca del WANDA/ AEROPUERTO CHAMPIONS;250928773;24/03/2019;Sin definir;;0;1;0
35126768;Habitación amplia y luminosa, dos personas.;264580516;27/05/2019;Sin definir;;0;1;0
35126955;Alquiler de piso para la final de la Champions;53131822;03/01/2016;Sin definir;;0;1;0
35128498;Room for Rent in Madrid Spain;255715413;14/04/2019;Sin definir;;0;2;0
35128811;Habitación privada Conde de Orgaz;187851719;04/05/2018;Sin definir;;0;1;1
35132406;Final de champions,cerca del estadio metropolitano;244065772;19/02/2019;Sin definir;;0;1;1
35132510;Se alquila habitacion para la final de la Champion;123251555;29/03/2017;Sin definir;;0;1;0
35135275;Huge modern flat with Terrace in the center;20809901;01/09/2014;Sin definir;;0;1;0
35135894;CLOSE TO WANDA METROPOLITANO STADIUM 500 METERS;263718633;23/05/2019;Sin definir;;0;2;0
35136438;PASEA DESCANSA ATREVETE A VISITAR MADRID;170641432;29/01/2018;Sin definir;;0;3;0
35136742;Habitacion en pleno centro de madrid!;134037429;08/06/2017;Sin definir;;0;1;0
35137113;Piso UCL 2019;105005462;24/11/2016;Sin definir;;0;1;0
35137335;Bedrooms Champion League Final;124425621;05/04/2017;Sin definir;;0;2;1
35137476;Champions League. Airport & stadium transfer incl;39628753;26/07/2015;Sin definir;;0;1;0
35137896;Final Champions League, great location;15511467;14/05/2014;Sin definir;;0;1;0
35138680;Apartament Champions at Wanda Metropolitano walk;122426505;24/03/2017;Sin definir;;0;2;0
35139385;Apartamento Tirso de Molina;263615216;23/05/2019;within a few hours;;0;3;0
35139544;Champions league, 1 de junio 2019;137091801;26/06/2017;Sin definir;;0;1;0
35139787;Full family house with parking;264666773;28/05/2019;a few days or more;;0;2;0
35139816;FINAL CHAMPIONS WANDA METROPOLITANO 600E/NOCHE/PER;264666891;28/05/2019;Sin definir;;0;1;0
35140069;Habitación en el centro de madrid;99655834;14/10/2016;Sin definir;;0;2;0
35140216;Private room in the center of Madrid;156430734;27/10/2017;Sin definir;;0;1;1
35140309;Flat In the center of Madrid;13092533;13/03/2014;Sin definir;;0;1;1
35141367;Piso en Wanda Metropolitano;264675094;28/05/2019;Sin definir;;0;1;0
35141670;Gran Final. Apartamento centro de Madrid;264668920;28/05/2019;a few days or more;;0;1;0
35142861;habitación champions;263239907;21/05/2019;Sin definir;;0;1;0
35144068;Superb Lofts by Allô Housing;4599639;05/01/2013;within an hour;;0;35;1
35144571;HABITACION RELAX;63833717;21/03/2016;Sin definir;;0;3;1
35144723;Centro - Linea 7 directa Wanda Metropolitano;264694694;28/05/2019;Sin definir;;0;1;0
35144912;Habitación para final d la champion - Wanda;199849462;04/07/2018;Sin definir;;0;1;0
35145957;Habitacion Final Wanda;264700567;28/05/2019;Sin definir;;0;1;0
35146564;FINAL CHAMPIONS LEAGUE RENT A MOTOR HOME;264705188;28/05/2019;Sin definir;;0;1;0
35147123;FINAL CHAMPIONS LEAGUE sábado 1 de Junio;264705933;28/05/2019;Sin definir;;0;1;1
35147337;Habitación finde Champions;60960067;29/02/2016;Sin definir;;0;1;1
35147624;FINAL CHAMPIONS League WANDA Metropolitano.;264575793;27/05/2019;Sin definir;;0;2;0
35148241;Bedroom in the centre of Madrid;99655834;14/10/2016;Sin definir;;0;2;0
35149419;CHALET FOR THE FINAL CHAMPIONS LEAGUE MADRID;143732655;01/12/1999;Sin definir;;0;-99;0
35149673;Central and Brigth- 2H 2B - Sol;264724582;28/05/2019;Sin definir;;0;1;1
35149813;Bright apartment in Barrio Salamanca;71149571;09/05/2016;Sin definir;;0;1;1
35150455;A champion apartment!!;264729171;28/05/2019;Sin definir;;0;1;0
35150763;final champion alquiler 1-6-2016;208344111;08/08/2018;Sin definir;;0;1;0
35151189;Habitacion amplia cerca del centro de sol. baratos;264733338;28/05/2019;Sin definir;;0;3;0
35151346;Amplia habitacion doble en precioso atico -;10907182;01/12/1999;Sin definir;;0;-99;0
35151407;BEST ROOM & PLACE TO STAY- MADRID MAIN CENTER;303845;29/11/2010;within an hour;;0;2;1
35151542;Apartamento Final Champions;264735500;28/05/2019;Sin definir;;0;1;0
35152400;.;195351785;13/06/2018;Sin definir;;0;1;0
35153771;Cosy private double room in the centre of Madrid;81847926;05/07/2016;Sin definir;;0;1;1
35153806;Champions Apartment;264752174;28/05/2019;Sin definir;;0;2;0
35154524;House near the wanda stadium for the champions;264757156;28/05/2019;Sin definir;;0;1;0
35155139;Habitación con cama doble, 5 min de Wanda Stadium;17683675;05/07/2014;Sin definir;;0;3;0
35155173;Share home;30476657;02/04/2015;Sin definir;;0;1;1
35155733;Cosy apartment near Metropolitano Stadium;78241549;17/06/2016;Sin definir;;0;1;1
35156393;Hab. comoda en piso tranquilo y bien comunicado.;526897;21/04/2011;Sin definir;;0;1;0
35156559;Plaza s place;165330521;02/01/2018;Sin definir;;0;1;1
35156683;Habitación Privada;264770286;28/05/2019;Sin definir;;1;3;0
35157033;Champions League Room in Salamanca Neighboorhood;17237287;25/06/2014;Sin definir;;0;1;0
35157149;Champions Room;264752174;28/05/2019;Sin definir;;0;2;0
35157261;PRECIOSO LOFT EN PLENO CENTRO. CITY CENTER LOFT;264775855;28/05/2019;within a few hours;;0;1;1
35157587;Private Luxe Room in downtown, the best place!;102278661;02/11/2016;Sin definir;;0;1;1
35157642;ORGULLO GAY 2019 MADRID;261645357;13/05/2019;Sin definir;;0;3;1
35157883;Partido bernabeu apartamento;90317293;16/08/2016;Sin definir;;0;1;0
35158135;Apartamento Grande y Limpio, metro Islas Filipinas;69566471;29/04/2016;within a day;;0;25;1
35158187;Most exclusive area in Madrid, next to “El Retiro”;70882648;08/05/2016;within a day;;0;2;1
35158373;Habitación  a 15 minutos  del  centro;264075647;25/05/2019;Sin definir;;0;1;0
35158678;Habitación para Wanda Metropolitano con desayuno;141092816;18/07/2017;Sin definir;;0;1;0
35158853;Vicky’s house;7038086;21/06/2013;Sin definir;;0;2;1
35159007;MADRID ORGULLO GAY 2019;261645357;13/05/2019;Sin definir;;0;3;1
35159034;Private Room for the UEFA Champions Final;264788224;28/05/2019;Sin definir;;0;1;0
35159132;Luxury Penthouse, 10 minutes or Wanda Stadium.;50137838;29/11/2015;a few days or more;;0;2;0
35159155;Habitación en piso compartido para Champions;263148395;01/12/1999;Sin definir;;0;-99;0
35159411;Lujoso y moderno Apartamento en Justicia;14855160;28/04/2014;a few days or more;;0;1;1
35159695;Double room for FINAL CHAMPIONS LEAGUE;264793201;28/05/2019;Sin definir;;0;1;0
35159933;Habitación en calle Alcalá para final de Champions;97879741;04/10/2016;Sin definir;;0;1;0
35160022;Piso con estupendas vistas junto al metro;171127993;01/02/2018;Sin definir;;0;1;1
35160038;Nice apartment in the heart of Malasaña;47472862;26/10/2015;Sin definir;;0;2;1
35160088;Apartment near CHAMPIONS WANDA & AIRPORT (15min);89468562;12/08/2016;Sin definir;;0;1;1
35160097;Mirador de Madrid;214045009;07/09/2018;within a day;;0;1;1
35160128;Champions league 3 bedrooms 2 bathrooms;139634534;10/07/2017;Sin definir;;0;1;0
35160140;Private room 2 minutes underground;70885840;08/05/2016;Sin definir;;0;2;0
35160170;Convenient Private Room.;263033096;20/05/2019;Sin definir;;0;1;1
35160554;Piso en el Camino de las Artes;264799570;01/12/1999;Sin definir;;0;-99;0
35160899;Room + private bathroom Champions League Final!;33602254;17/05/2015;Sin definir;;0;1;1
35161139;Habitación en Madrid;264774383;28/05/2019;a few days or more;;0;2;0
35161664;Habitacion individual , para final champion;17683675;05/07/2014;Sin definir;;0;3;0
35163206;Alquilo habitación doble, baño priv cocina y salón;213216584;02/09/2018;Sin definir;;0;1;1
35164074;Ático con terraza en Plaza de Chueca;263698971;23/05/2019;Sin definir;;0;1;0
35166709;Bea 3;264847457;28/05/2019;within a day;;0;5;1
35169232;Room for champions final x1 double+ 1 individual;264868319;29/05/2019;Sin definir;;0;1;0
35169427;Apartamento champions;199601792;03/07/2018;Sin definir;;0;1;0
35171550;Habitación amplia para pareja o familia;264733338;28/05/2019;Sin definir;;0;3;0
35172635;Luxurious apartment with terrace, Barrio Salamanca;114308233;01/02/2017;Sin definir;;0;2;1
35172698;Habitación privada con tv en calle Velázquez;264788745;28/05/2019;Sin definir;;0;1;0
35172895;Nice apartment in the center of Madrid;150579221;14/09/2017;within a day;;0;1;1
35173352;Room For the Champions final;126438644;18/04/2017;Sin definir;;0;1;0
35173600;Habitación Santiago Bernabéu;136706824;24/06/2017;Sin definir;;0;1;0
35174023;10 minutes walk to Olympic stadium WANDA;264892714;29/05/2019;Sin definir;;0;1;0
35174427;Near Wanda stadium;51347311;14/12/2015;Sin definir;;0;2;0
35174432;Smart flat Santa Ana 4 pp, 50 sq.m 1 BR, 1 BTHR;4190343;19/11/2012;within an hour;;0;25;1
35175181;Habitacion final champions wanda metropolitano;215817131;17/09/2018;Sin definir;;0;1;0
35175563;Near Wanda stadium single room;51347311;14/12/2015;Sin definir;;0;2;0
35175776;My Delicia: Charming loft with patio;116217798;01/12/1999;Sin definir;;0;-99;0
35175794;Piso Moderno en Madrid.;122713093;26/03/2017;Sin definir;;0;1;1
35176254;Habitación a 5 minutos de metro puente vallecas;178735491;16/03/2018;Sin definir;;0;1;1
35177106;Habitación privada en madrid centro;47172033;22/10/2015;Sin definir;;0;1;0
35177239;Great room in Paseo de la Castellana;159403519;20/11/2017;Sin definir;;0;1;1
35177488;Para final de Champions a 20m metro o 10m coche.;18234891;17/07/2014;Sin definir;;0;1;0
35177931;Lovely 4Bed in heart of Madrid - 4 min from Park;244266112;20/02/2019;within an hour;;0;6;1
35178196;Room at 600M of Estadio WANDA Metropolitano;264912734;29/05/2019;Sin definir;;0;1;1
35178492;Habitacion wanda metropolitano;235946636;11/01/2019;Sin definir;;0;1;0
